Ensembl.ID	Location	Approved.Symbol	Mim.Number	Gene.Name	Phenotypes	Panels	From.Omim	From.PanelApp	Inheritance	Publications	Aliases
ENSG00000164951	chr8:93916922-93926067	PDP1	605993	Pyruvate dehydrogenase phosphatase catalytic subunit 1	"Pyruvate dehydrogenase phosphatase deficiency, 608782 (3), Autosomal recessive"	"Mitochondrial disorders, Inborn errors of metabolism, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"PDP, PDH, PPM2A"
ENSG00000148459	chr10:26697423-26747245	PDSS1	607429	"Prenyl diphosphate synthase, subunit 1"	"Coenzyme Q10 deficiency, primary, 2, 614651 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"TPT, COQ1"
ENSG00000164494	chr6:107152556-107459680	PDSS2	610564	"Prenyl diphosphate synthase, subunit 2"	"Coenzyme Q10 deficiency, primary, 3, 614652 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Mitochondrial disorders, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	17186472	bA59I9.3
ENSG00000139515	chr13:27919981-27926312	PDX1	600733	Pancreas/duodenum homeobox protein 1	"{Diabetes mellitus, type II, susceptibility to}, 125853 (3), Autosomal dominant; Pancreatic agenesis 1, 260370 (3), Autosomal recessive; MODY, type IV, 606392 (3)"	"Familial diabetes, Monogenic diabetes"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"IDX-1, STF-1, PDX-1, MODY4"
ENSG00000160209	chr21:43719128-43762298	PDXK	179020	Pyridoxal kinase	"Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy, 618511 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000101327	chr20:1978755-1994284	PDYN	131340	Prodynorphin	"Spinocerebellar ataxia 23, 610245 (3), Autosomal dominant"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"PENKB, ADCA"
ENSG00000186862	chr10:101007678-101031144	PDZD7	612971	PDZ domain-containing 7	"Usher syndrome, type IIC, GPR98/PDZD7 digenic, 605472 (3), Autosomal recessive, Digenic dominant; Deafness, autosomal recessive 57, 618003 (3), Autosomal recessive; {Retinal disease in Usher syndrome type IIA, modifier of}, 276901 (3), Autosomal recessive"	Hearing loss	TRUE				
ENSG00000124299	chr19:33386949-33521790	PEPD	613230	Peptidase D (prolidase)	"Prolidase deficiency, 170100 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27604308, 2365824, 2365824, 8198124, 15309682, 16470701"	
ENSG00000284395	chr16:1431077-1434440	PERCC1	618656	Proline- and glutamate-rich protein with coiled-coil domain 1	"Diarrhea 11, malabsorptive, congenital, 618662 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000229833	chr19:7629792-7631955	PET100	614770	PET100 cytochrome c oxidase chaperone	"Mitochondrial complex IV deficiency, nuclear type 12, 619055 (3), Autosomal recessive"	"Inborn errors of metabolism, Childhood onset dystonia or chorea or related movement disorder, Mitochondrial disorders, Mitochondrial disorder with complex IV deficiency, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		
ENSG00000127980	chr7:92487022-92528519	PEX1	602136	Peroxisome biogenesis factor-1	"Heimler syndrome 1, 234580 (3), Autosomal recessive; Peroxisome biogenesis disorder 1B (NALD/IRD), 601539 (3), Autosomal recessive; Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3), Autosomal recessive"	"Neonatal cholestasis, Cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Retinal disorders, Malformations of cortical development, Intellectual disability, Arthrogryposis, Amelogenesis imperfecta, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27604308	
ENSG00000157911	chr1:2403973-2413826	PEX10	602859	Peroxisome biogenesis factor 10	"Peroxisome biogenesis disorder 6B, 614871 (3), Autosomal recessive; Peroxisome biogenesis disorder 6A (Zellweger), 614870 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Hereditary neuropathy, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	RNF69
ENSG00000131779	chr1:145911347-145918716	PEX11B	603867	Peroxisome biogenesis 11B	"Peroxisome biogenesis disorder 14B, 614920 (3), Autosomal recessive"	"Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Malformations of cortical development, Intellectual disability, Arthrogryposis, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"28129423, 22581968"	
ENSG00000108733	chr17:35574794-35578570	PEX12	601758	Peroxisome biogenesis factor 12	"Peroxisome biogenesis disorder 3A (Zellweger), 614859 (3), Autosomal recessive; Peroxisome biogenesis disorder 3B, 266510 (3), Autosomal recessive"	"Neonatal cholestasis, Cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	25655951	
ENSG00000162928	chr2:61017719-61051989	PEX13	601789	Peroxisome biogenesis factor 13 (peroxin 13)	"Peroxisome biogenesis disorder 11A (Zellweger), 614883 (3), Autosomal recessive; Peroxisome biogenesis disorder 11B, 614885 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27604308	
ENSG00000142655	chr1:10474945-10630757	PEX14	601791	Peroxisome biogenesis factor 14	"Peroxisome biogenesis disorder 13A (Zellweger), 614887 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Malformations of cortical development, Fetal anomalies, Intellectual disability, Severe Paediatric Disorders, Arthrogryposis"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27604308	
ENSG00000121680	chr11:45909662-45917876	PEX16	603360	Peroxisome biogenesis factor 16	"Peroxisome biogenesis disorder 8A (Zellweger), 614876 (3), Autosomal recessive; Peroxisome biogenesis disorder 8B, 614877 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Hereditary ataxia - adult onset, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000162735	chr1:160276806-160285150	PEX19	600279	Peroxisome biogenesis factor 19 (peroxisomal farnesylated protein)	"Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"HK33, D1S2223E, PMP1, PMPI, PXMP1"
ENSG00000164751	chr8:76980257-77001043	PEX2	170993	Peroxisome biogenesis factor 2	"Peroxisome biogenesis disorder 5A (Zellweger), 614866 (3), Autosomal recessive; Peroxisome biogenesis disorder 5B, 614867 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Retinal disorders, Malformations of cortical development, Intellectual disability, Fetal anomalies, Severe Paediatric Disorders, Arthrogryposis"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"1546315, 14630978, 2454948"	"PMP35, PAF-1, RNF72, ZWS3"
ENSG00000215193	chr22:18077989-18105395	PEX26	608666	Peroxisome biogenesis factor 26	"Peroxisome biogenesis disorder 7A (Zellweger), 614872 (3), Autosomal recessive; Peroxisome biogenesis disorder 7B, 614873 (3), Autosomal recessive"	"Neonatal cholestasis, Cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		FLJ20695
ENSG00000034693	chr6:143450804-143490615	PEX3	603164	Peroxisomal biogenesis factor-3	"Peroxisome biogenesis disorder 10A (Zellweger), 614882 (3), Autosomal recessive; ?Peroxisome biogenesis disorder 10B, 617370 (3), Autosomal recessive"	"Neonatal cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000139197	chr12:7188652-7218573	PEX5	600414	Peroxisome biogenesis factor 5	"Peroxisome biogenesis disorder 2B, 202370 (3), Autosomal recessive; Rhizomelic chondrodysplasia punctata, type 5, 616716 (3), Autosomal recessive; Peroxisome biogenesis disorder 2A (Zellweger), 214110 (3), Autosomal recessive"	"Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Intellectual disability, Arthrogryposis, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	7719337	PTS1R
ENSG00000124587	chr6:42963864-42980223	PEX6	601498	Peroxisomal biogenesis factor 6 (peroxisomal AAA-type ATPase 1)	"Peroxisome biogenesis disorder 4B, 614863 (3), Autosomal dominant, Autosomal recessive; Heimler syndrome 2, 616617 (3), Autosomal recessive; Peroxisome biogenesis disorder 4A (Zellweger), 614862 (3), Autosomal recessive"	"Neonatal cholestasis, Cholestasis, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Hereditary ataxia - adult onset, White matter disorders and cerebral calcification - narrow panel, Malformations of cortical development, Fetal anomalies, Intellectual disability, Amelogenesis imperfecta, Severe Paediatric Disorders, Arthrogryposis"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"PXAAA1, PAF-2"
ENSG00000112357	chr6:136821682-136913933	PEX7	601757	Peroxisomal biogenesis factor-7	"Peroxisome biogenesis disorder 9B, 614879 (3), Autosomal recessive; Rhizomelic chondrodysplasia punctata, type 1, 215100 (3), Autosomal recessive"	"Chondrodysplasia punctata, Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Hereditary neuropathy, Retinal disorders, Malformations of cortical development, Intellectual disability, Arthrogryposis, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"PTS2R, RD"
ENSG00000152556	chr12:48105352-48146403	PFKM	610681	"Phosphofructokinase, muscle type"	"Glycogen storage disease VII, 232800 (3), Autosomal recessive"	"Inborn errors of metabolism, Cytopenias and congenital anaemias, Limb girdle muscular dystrophy, Glycogen storage disease, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders, Arthrogryposis"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	7603526	"PFK-1, PPP1R122"
ENSG00000108518	chr17:4945651-4948529	PFN1	176610	Profilin-1	"Amyotrophic lateral sclerosis 18, 614808 (3)"	"Amyotrophic lateral sclerosis/motor neuron disease, Neurodegenerative disorders - adult onset"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		
ENSG00000164708	chr7:44062726-44065566	PGAM2	612931	"Phosphoglycerate mutase, muscle form"	"Glycogen storage disease X, 261670 (3), Autosomal recessive"	"Severe Paediatric Disorders, Rhabdomyolysis and metabolic muscle disorders, Inborn errors of metabolism, Glycogen storage disease"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	PGAM-M
ENSG00000197121	chr2:196833003-196926994	PGAP1	611655	Post-GPI attachment to proteins 1	"Mental retardation, autosomal recessive 42, 615802 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27206732, 26350515, 25804403, 24784135, 24482476, 25823418, 26050939"	"FLJ12377, Bst1, SPG67"
ENSG00000148985	chr11:3797723-3826370	PGAP2	615187	Post-GPI attachment to proteins 2	"Hyperphosphatasia with mental retardation syndrome 3, 614207 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Congenital disorders of glycosylation, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"23561846, 23561847"	"FRAG1, CWH43-N"
ENSG00000161395	chr17:39671121-39688056	PGAP3	611801	Post-GPI attachment to proteins 3	"Hyperphosphatasia with mental retardation syndrome 4, 615716 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Congenital disorders of glycosylation, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	24439110	"MGC9753, CAB2, PP1498, PER1"
ENSG00000102144	chrX:78104247-78129294	PGK1	311800	Phosphoglycerate kinase-1	"Phosphoglycerate kinase 1 deficiency, 300653 (3), X-linked recessive"	"Inborn errors of metabolism, DDG2P, Intellectual disability, Glycogen storage disease, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	27604308	
ENSG00000079739	chr1:63593410-63660244	PGM1	171900	Phosphoglucomutase-1	"Congenital disorder of glycosylation, type It, 614921 (3), Autosomal recessive"	"Inborn errors of metabolism, Ketotic hypoglycaemia, DDG2P, Congenital disorders of glycosylation, Glycogen storage disease, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"25929793, 19625727, 22492991"	
ENSG00000013375	chr6:83150727-83193899	PGM3	172100	Phosphoglucomutase-3 (N-acetylglucosamine-phosphate mutase 1)	"Immunodeficiency 23, 615816 (3), Autosomal recessive"	"Severe multi-system atopic disease with high IgE, Inborn errors of metabolism, DDG2P, Congenital disorders of glycosylation, Intellectual disability, Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"24589341, 24698316, 24931394, 25529582"	"AGM1, DKFZP434B187, PAGM"
ENSG00000112137	chr6:12716634-13290461	PHACTR1	608723	Phosphatase and actin regulator 1	"Developmental and epileptic encephalopathy 70, 618298 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"30256902, 28135719, 23033978, 27457812"	"KIAA1733, dJ257A7.2"
ENSG00000102174	chrX:22032324-22251309	PHEX	300550	"Phosphate regulating endopeptidase homolog, X-linked"	"Hypophosphatemic rickets, X-linked dominant, 307800 (3), X-linked dominant"	"Nephrocalcinosis or nephrolithiasis, Hypophosphataemia or rickets, Craniosynostosis, Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)"		"PEX, HPDR1, HYP1, XLH"
ENSG00000135365	chr11:45929318-46121453	PHF21A	608325	PHD finger protein 21A	"Intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures, 618725 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"BHC80, KIAA1696, BM-006"
ENSG00000156531	chrX:134373311-134428789	PHF6	300414	PHD finger protein 6	"Borjeson-Forssman-Lehmann syndrome, 301900 (3), X-linked recessive"	"Severe Paediatric Disorders, DDG2P, Intellectual disability, Severe early-onset obesity, Fetal anomalies"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"		"KIAA1823, MGC14797, CENP-31"
ENSG00000172943	chrX:53936679-54048934	PHF8	300560	PHD finger protein 8	"Mental retardation syndrome, X-linked, Siderius type, 300263 (3), X-linked recessive"	"Clefting, DDG2P, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	"10398231, 17594395, 16199551, 17661819"	"ZNF422, KIAA1111, JHDM1F, KDM7B"
ENSG00000092621	chr1:119711933-119744217	PHGDH	606879	Phosphoglycerate dehydrogenase	"Neu-Laxova syndrome 1, 256520 (3), Autosomal recessive; Phosphoglycerate dehydrogenase deficiency, 601815 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Intellectual disability, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"SERA, PGDH, PDG"
ENSG00000146247	chr6:78934418-79078293	PHIP	612870	Pleckstrin homology domain-interacting protein	"Chung-Jansen syndrome, 617991 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability, DDG2P, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"ndrp, FLJ20705, DCAF14, BRWD2"
ENSG00000067177	chrX:72578813-72714305	PHKA1	311870	"Phosphorylase kinase, muscle, alpha polypeptide"	"Muscle glycogenosis, 300559 (3), X-linked recessive"	"Inborn errors of metabolism, Limb girdle muscular dystrophy, Glycogen storage disease, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	"27604308, 25929793, 12825073, 15637709"	
